air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,type_H,type_L,type_M,temp_diff_k,power_w,tool_wear_torque_product,speed_torque_ratio,wear_early_life,wear_mid_life,wear_wear_window,wear_beyond_240
298.8,309.0,1661,29.5,162,0,0,0,1,10.199999999999989,5131.215640985769,4779.0,56.30508474576271,0,0,1,0
298.8,309.1,1378,54.4,165,0,0,1,0,10.300000000000011,7850.127946986078,8976.0,25.330882352941178,0,0,1,0
298.8,309.1,1393,52.6,167,0,0,1,0,10.300000000000011,7673.004953176687,8784.2,26.482889733840302,0,0,1,0
298.8,309.0,1592,38.2,169,0,0,0,1,10.199999999999989,6368.469075749037,6455.8,41.675392670157066,0,0,1,0
298.8,309.0,1829,22.9,172,0,0,1,0,10.199999999999989,4386.092695407341,3938.7999999999997,79.86899563318778,0,0,1,0
298.9,309.0,1812,25.9,174,0,0,0,1,10.100000000000023,4914.581883569728,4506.599999999999,69.96138996138997,0,0,1,0
299.0,309.1,1523,38.6,177,0,0,1,0,10.100000000000023,6156.244020023535,6832.2,39.4559585492228,0,0,1,0
299.0,309.1,1394,45.1,179,0,0,1,0,10.100000000000023,6583.668172519938,8072.900000000001,30.909090909090907,0,0,1,0
298.9,308.9,1679,28.7,181,0,0,0,1,10.0,5046.162255877581,5194.7,58.501742160278745,0,0,1,0
298.8,308.9,1466,44.1,184,0,1,0,0,10.099999999999966,6770.195000339076,8114.400000000001,33.24263038548753,0,0,1,0
298.8,308.9,1527,32.4,189,0,0,1,0,10.099999999999966,5180.988940594142,6123.599999999999,47.12962962962963,0,0,1,0
298.9,309.0,1410,65.7,191,1,0,1,0,10.100000000000023,9700.923955019922,12548.7,21.461187214611872,0,0,1,0
298.9,309.0,1924,22.6,193,0,0,0,1,10.100000000000023,4553.466280015094,4361.8,85.13274336283185,0,0,1,0
298.9,309.1,1452,45.5,196,0,0,1,0,10.200000000000045,6918.415341735442,8918.0,31.912087912087912,0,0,1,0
298.9,309.1,1369,44.4,198,0,0,1,0,10.200000000000045,6365.243707291351,8791.199999999999,30.833333333333336,0,0,1,0
299.0,309.1,1592,35.0,200,0,0,1,0,10.100000000000023,5834.984755267442,7000.0,45.48571428571429,0,0,1,0
298.9,309.0,1601,32.3,202,0,0,1,0,10.100000000000023,5415.299392674381,6524.599999999999,49.566563467492266,0,0,1,0
298.8,308.9,1379,46.7,204,0,0,1,0,10.099999999999966,6743.878925877505,9526.800000000001,29.528907922912204,0,0,1,0
298.8,308.9,1461,47.9,206,0,0,1,0,10.099999999999966,7328.487430808517,9867.4,30.501043841336116,0,0,1,0
298.8,308.9,1455,41.3,208,1,0,1,0,10.099999999999966,6292.767164773034,8590.4,35.23002421307506,0,0,1,0
298.8,308.9,1398,51.5,0,0,0,1,0,10.099999999999966,7539.508209350144,0.0,27.145631067961165,1,0,0,0
298.8,308.9,1402,37.9,2,0,0,1,0,10.099999999999966,5564.367964087217,75.8,36.99208443271768,1,0,0,0
298.8,308.8,1445,49.9,4,0,1,0,0,10.0,7550.870302780627,199.6,28.95791583166333,1,0,0,0
298.9,308.9,1450,47.5,9,0,0,1,0,10.0,7212.573133866566,427.5,30.526315789473685,1,0,0,0
298.9,308.9,1453,40.8,11,0,0,1,0,10.0,6208.038410905718,448.79999999999995,35.61274509803922,1,0,0,0
299.0,309.0,1469,40.1,13,0,0,1,0,10.0,6168.716142858286,521.3000000000001,36.633416458852864,1,0,0,0
298.9,308.9,1422,47.6,15,0,0,1,0,10.0,7088.187008735435,714.0,29.873949579831933,1,0,0,0
299.0,309.0,1804,26.8,17,0,0,0,1,10.0,5062.906944721215,455.6,67.31343283582089,1,0,0,0
299.0,309.0,1436,43.9,20,0,1,0,0,10.0,6601.5752506454,878.0,32.710706150341686,1,0,0,0
299.0,309.0,1544,31.8,25,0,0,1,0,10.0,5141.656200571199,795.0,48.55345911949686,1,0,0,0
299.0,309.0,1419,45.2,27,0,0,0,1,10.0,6716.599429668834,1220.4,31.39380530973451,1,0,0,0
298.9,308.9,1487,39.5,30,0,0,0,1,10.0,6150.871896585896,1185.0,37.64556962025316,1,0,0,0
298.9,308.9,1753,25.8,33,0,0,1,0,10.0,4736.2022526989,851.4,67.94573643410853,1,0,0,0
298.9,308.9,1830,24.9,35,0,0,1,0,10.0,4771.765081537536,871.5,73.49397590361446,1,0,0,0
298.9,308.9,1727,27.1,37,0,0,0,1,10.0,4901.062563183781,1002.7,63.72693726937269,1,0,0,0
299.1,309.0,1450,43.0,40,0,0,1,0,9.899999999999977,6529.276731710786,1720.0,33.72093023255814,1,0,0,0
299.0,308.9,1622,31.9,42,0,0,1,0,9.899999999999977,5418.388625450411,1339.8,50.84639498432602,1,0,0,0
299.0,309.0,1351,52.2,44,0,0,0,1,10.0,7385.067514499669,2296.8,25.881226053639846,1,0,0,0
299.0,309.0,1575,35.3,47,0,0,0,1,10.0,5822.156585265283,1659.1,44.61756373937678,1,0,0,0
298.9,308.9,1750,29.9,50,0,0,0,1,10.0,5479.461186636197,1495.0,58.52842809364549,1,0,0,0
298.9,308.8,1529,32.7,53,0,0,1,0,9.900000000000034,5235.809732399285,1733.1000000000001,46.75840978593272,1,0,0,0
298.8,308.8,1523,44.4,55,0,0,1,0,10.0,7081.275504897537,2442.0,34.3018018018018,1,0,0,0
298.8,308.9,1852,25.0,57,0,0,1,0,10.099999999999966,4848.524662040247,1425.0,74.08,1,0,0,0
298.8,308.8,1991,20.7,59,0,0,1,0,10.0,4315.888571575121,1221.3,96.18357487922705,1,0,0,0
298.8,308.8,1555,40.6,61,0,0,1,0,10.0,6611.27229996948,2476.6,38.30049261083744,1,0,0,0
298.8,308.8,1441,40.5,63,0,0,0,1,10.0,6111.4972686609035,2551.5,35.58024691358025,1,0,0,0
298.8,308.7,1450,43.4,66,0,0,1,0,9.899999999999977,6590.014189680189,2864.4,33.41013824884793,1,0,0,0
298.8,308.7,1591,31.1,68,0,0,1,0,9.899999999999977,5181.543955296278,2114.8,51.157556270096464,1,0,0,0
298.8,308.7,1445,48.5,70,0,0,1,0,9.899999999999977,7339.022238173556,3395.0,29.79381443298969,1,0,0,0
298.8,308.8,1497,46.8,72,0,0,0,1,10.0,7336.624155781315,3369.6,31.98717948717949,1,0,0,0
298.9,308.8,1621,32.7,75,0,1,0,0,9.900000000000034,5550.84864370127,2452.5,49.571865443425075,1,0,0,0
298.9,308.7,1572,34.1,80,0,0,1,0,9.800000000000011,5613.523417140386,2728.0,46.09970674486803,1,0,0,0
298.8,308.6,1872,22.5,82,0,0,1,0,9.800000000000011,4410.79608564007,1845.0,83.2,0,1,0,0
298.7,308.6,1499,43.5,84,0,1,0,0,9.900000000000034,6828.408712210095,3654.0,34.45977011494253,0,1,0,0
298.8,308.7,1498,39.5,89,0,0,0,1,9.899999999999977,6196.372630185388,3515.5,37.924050632911396,0,1,0,0
298.8,308.6,1486,41.9,92,0,0,0,1,9.800000000000011,6520.208000917424,3854.7999999999997,35.4653937947494,0,1,0,0
298.8,308.6,1680,29.4,95,0,0,1,0,9.800000000000011,5172.318144870235,2793.0,57.142857142857146,0,1,0,0
298.8,308.6,1431,45.7,97,0,0,1,0,9.800000000000011,6848.326409633854,4432.900000000001,31.312910284463893,0,1,0,0
298.9,308.7,1564,34.1,99,0,0,1,0,9.800000000000011,5584.955867943742,3375.9,45.86510263929618,0,1,0,0
298.8,308.6,1599,33.0,101,0,0,1,0,9.800000000000011,5525.747318399087,3333.0,48.45454545454545,0,1,0,0
298.8,308.6,1707,28.1,103,0,0,0,1,9.800000000000011,5023.0610778981845,2894.3,60.74733096085409,0,1,0,0
298.7,308.5,1467,40.7,106,0,0,1,0,9.800000000000011,6252.491946954014,4314.200000000001,36.04422604422604,0,1,0,0
298.9,308.7,1433,44.7,108,0,0,1,0,9.800000000000011,6707.834386165319,4827.6,32.05816554809843,0,1,0,0
298.9,308.7,1558,41.2,110,0,0,1,0,9.800000000000011,6721.919193228913,4532.0,37.81553398058252,0,1,0,0
299.0,308.8,1310,50.7,112,0,0,1,0,9.800000000000011,6955.171975782443,5678.400000000001,25.83826429980276,0,1,0,0
298.9,308.7,1546,43.4,114,0,0,1,0,9.800000000000011,7026.318577410739,4947.599999999999,35.622119815668206,0,1,0,0
298.9,308.7,1727,29.4,116,0,0,1,0,9.800000000000011,5317.0199024945805,3410.3999999999996,58.74149659863946,0,1,0,0
298.9,308.6,1560,32.2,118,0,0,1,0,9.700000000000045,5260.282739170751,3799.6000000000004,48.44720496894409,0,1,0,0
299.0,308.6,1329,60.5,120,0,0,1,0,9.600000000000023,8419.939550518684,7260.0,21.96694214876033,0,1,0,0
298.9,308.6,1413,46.5,122,0,0,1,0,9.700000000000045,6880.559150259685,5673.0,30.387096774193548,0,1,0,0
299.0,308.6,1587,38.6,124,0,0,1,0,9.600000000000023,6414.943703071142,4786.400000000001,41.1139896373057,0,1,0,0
298.9,308.5,1559,34.3,126,0,0,1,0,9.600000000000023,5599.75276934215,4321.799999999999,45.45189504373178,0,1,0,0
298.8,308.4,1473,41.1,128,0,0,1,0,9.599999999999966,6339.765390870739,5260.8,35.83941605839416,0,1,0,0
298.8,308.4,1737,27.7,130,0,0,1,0,9.599999999999966,5038.580545606917,3601.0,62.707581227436826,0,1,0,0
298.7,308.4,1441,43.2,132,0,0,0,1,9.699999999999989,6518.930419904965,5702.400000000001,33.35648148148148,0,1,0,0
298.7,308.4,1430,49.6,135,0,0,0,1,9.699999999999989,7427.562791127228,6696.0,28.83064516129032,0,1,0,0
298.8,308.4,1369,53.0,138,0,0,1,0,9.599999999999966,7598.151272217154,7314.0,25.830188679245282,0,1,0,0
298.8,308.5,1711,28.5,140,0,0,0,1,9.699999999999989,5106.501778777529,3990.0,60.03508771929825,0,1,0,0
298.7,308.5,1420,45.7,143,0,1,0,0,9.800000000000011,6795.683788735201,6535.1,31.072210065645514,0,1,0,0
298.7,308.6,1297,55.3,148,0,0,1,0,9.900000000000034,7510.930188177988,8184.4,23.453887884267633,0,1,0,0
298.8,308.6,1449,49.4,150,0,1,0,0,9.800000000000011,7495.902903318317,7410.0,29.331983805668017,0,1,0,0
298.8,308.6,1268,55.8,155,0,0,1,0,9.800000000000011,7409.383441638454,8649.0,22.724014336917563,0,1,0,0
298.8,308.6,1511,36.1,157,0,0,1,0,9.800000000000011,5712.158954487593,5667.7,41.855955678670355,0,1,0,0
298.7,308.5,1544,35.2,159,0,0,1,0,9.800000000000011,5691.393027047365,5596.8,43.86363636363636,0,1,0,0
298.6,308.4,1778,28.2,161,0,0,0,1,9.799999999999955,5250.606633797693,4540.2,63.04964539007092,0,0,1,0
298.6,308.4,1407,50.5,164,0,1,0,0,9.799999999999955,7440.705120394745,8282.0,27.861386138613863,0,0,1,0
298.6,308.4,1391,42.4,169,0,0,0,1,9.799999999999955,6176.203605349342,7165.599999999999,32.806603773584904,0,0,1,0
298.5,308.4,1513,33.6,172,0,0,1,0,9.899999999999977,5323.61724706712,5779.2,45.029761904761905,0,0,1,0
298.5,308.4,1612,36.1,174,0,1,0,0,9.899999999999977,6093.977653629385,6281.400000000001,44.65373961218837,0,0,1,0
298.4,308.4,1515,40.1,179,0,0,1,0,10.0,6361.88220315201,7177.900000000001,37.780548628428924,0,0,1,0
298.3,308.3,1379,48.0,181,0,0,0,1,10.0,6931.610030880519,8688.0,28.729166666666668,0,0,1,0
298.4,308.3,1473,39.9,184,0,0,1,0,9.900000000000034,6154.662751721227,7341.599999999999,36.91729323308271,0,0,1,0
298.4,308.3,1422,42.7,186,0,0,1,0,9.900000000000034,6358.520699012669,7942.200000000001,33.30210772833723,0,0,1,0
298.4,308.2,1463,37.6,188,0,0,0,1,9.800000000000011,5760.50806542634,7068.8,38.909574468085104,0,0,1,0
298.4,308.2,1584,41.0,191,0,0,0,1,9.800000000000011,6800.919776491184,7831.0,38.63414634146341,0,0,1,0
298.4,308.2,1850,27.0,194,0,0,1,0,9.800000000000011,5230.751768227005,5238.0,68.51851851851852,0,0,1,0
298.4,308.2,1528,36.2,196,0,0,1,0,9.800000000000011,5792.426646786813,7095.200000000001,42.209944751381215,0,0,1,0
298.4,308.2,1987,19.8,198,0,1,0,0,9.800000000000011,4119.9474377707265,3920.4,100.35353535353535,0,0,1,0
298.4,308.1,1495,46.0,203,0,0,0,1,9.700000000000045,7201.577559579002,9338.0,32.5,0,0,1,0
298.4,308.2,1478,43.5,206,0,1,0,0,9.800000000000011,6732.747215908285,8961.0,33.97701149425287,0,0,1,0
298.4,308.2,1499,40.0,211,0,0,0,1,9.800000000000011,6278.996516974799,8440.0,37.475,0,0,1,0
298.4,308.2,1471,47.0,214,0,0,1,0,9.800000000000011,7240.009709707917,10058.0,31.29787234042553,0,0,1,0
298.4,308.2,1282,60.7,216,1,0,1,0,9.800000000000011,8149.0190720486125,13111.2,21.12026359143328,0,0,1,0
298.3,308.1,1412,52.3,218,1,0,1,0,9.800000000000011,7733.302588174585,11401.4,26.9980879541109,0,0,1,0
298.3,308.1,1586,35.5,0,0,0,1,0,9.800000000000011,5896.036372502203,0.0,44.67605633802817,1,0,0,0
298.4,308.2,1468,43.8,2,0,0,0,1,9.800000000000011,6733.312702585931,87.6,33.51598173515982,1,0,0,0
298.5,308.3,1440,43.6,5,0,0,0,1,9.800000000000011,6574.725105432719,218.0,33.027522935779814,1,0,0,0
298.5,308.4,1733,26.0,8,0,0,1,0,9.899999999999977,4718.4627261816295,208.0,66.65384615384616,1,0,0,0
298.4,308.2,1612,32.6,10,0,1,0,0,9.800000000000011,5503.148795244265,326.0,49.4478527607362,1,0,0,0
298.4,308.3,1458,42.9,15,0,1,0,0,9.900000000000034,6550.032187175502,643.5,33.98601398601399,1,0,0,0
298.4,308.3,1433,62.3,20,1,0,1,0,9.900000000000034,9348.950386087232,1246.0,23.0016051364366,1,0,0,0
298.4,308.3,1318,59.1,22,0,0,1,0,9.900000000000034,8157.019661339754,1300.2,22.301184433164128,1,0,0,0
298.4,308.2,1610,35.0,24,0,0,0,1,9.800000000000011,5900.958200992828,840.0,46.0,1,0,0,0
298.2,308.1,1462,50.8,27,0,0,1,0,9.900000000000034,7777.494324835082,1371.6,28.77952755905512,1,0,0,0
298.1,308.0,1924,20.8,29,0,0,0,1,9.899999999999977,4190.800824084688,603.2,92.5,1,0,0,0
298.2,308.0,1591,33.7,32,0,0,0,1,9.800000000000011,5614.727694324262,1078.4,47.2106824925816,1,0,0,0
298.2,308.1,1306,58.3,35,0,0,1,0,9.900000000000034,7973.341210859871,2040.5,22.40137221269297,1,0,0,0
298.2,308.1,1382,43.5,37,0,0,1,0,9.900000000000034,6295.437518528586,1609.5,31.770114942528735,1,0,0,0
298.2,308.1,1618,34.7,39,0,0,1,0,9.900000000000034,5879.4487632912505,1353.3000000000002,46.62824207492795,1,0,0,0
298.2,308.2,1988,21.4,41,0,0,1,0,10.0,4455.113486006709,877.4,92.89719626168225,1,0,0,0
298.2,308.2,1436,50.2,43,0,0,1,0,10.0,7548.953931261937,2158.6,28.605577689243027,1,0,0,0
298.2,308.3,1304,49.8,45,0,0,1,0,10.100000000000023,6800.417121666609,2241.0,26.184738955823295,1,0,0,0
298.2,308.3,1475,49.9,47,0,0,1,0,10.100000000000023,7707.635776194758,2345.2999999999997,29.559118236472948,1,0,0,0
298.2,308.3,1824,24.2,49,0,1,0,0,10.100000000000023,4622.413766785878,1185.8,75.37190082644628,1,0,0,0
298.1,308.2,1342,48.1,54,0,0,0,1,10.099999999999966,6759.681136925063,2597.4,27.9002079002079,1,0,0,0
298.1,308.2,1485,40.7,57,0,0,1,0,10.099999999999966,6329.209639554677,2319.9,36.486486486486484,1,0,0,0
298.2,308.2,1667,30.6,59,0,0,1,0,10.0,5341.775652604869,1805.4,54.47712418300653,1,0,0,0
298.2,308.2,1446,38.2,61,0,0,1,0,10.0,5784.426057495671,2330.2000000000003,37.853403141361255,1,0,0,0
298.1,308.3,1301,56.0,63,0,0,1,0,10.199999999999989,7629.462478997932,3528.0,23.232142857142858,1,0,0,0
298.2,308.4,1379,43.1,65,0,0,1,0,10.199999999999989,6224.008173561467,2801.5,31.995359628770302,1,0,0,0
298.3,308.5,1606,33.6,67,0,0,1,0,10.199999999999989,5650.845537865033,2251.2000000000003,47.797619047619044,1,0,0,0
298.3,308.4,1539,43.4,69,0,0,0,1,10.099999999999966,6994.504715805386,2994.6,35.46082949308756,1,0,0,0
298.2,308.4,1477,49.9,72,0,0,1,0,10.199999999999989,7718.086807755701,3592.7999999999997,29.59919839679359,1,0,0,0
298.2,308.4,1666,34.6,74,0,0,1,0,10.199999999999989,6036.423676215621,2560.4,48.15028901734104,1,0,0,0
298.2,308.4,1398,51.8,76,0,1,0,0,10.199999999999989,7583.427674647329,3936.7999999999997,26.98841698841699,1,0,0,0
298.2,308.4,1678,34.6,81,0,1,0,0,10.199999999999989,6079.903318541303,2802.6,48.49710982658959,0,1,0,0
298.2,308.5,2678,10.7,86,1,0,0,1,10.300000000000011,3000.7026950518025,920.1999999999999,250.2803738317757,0,1,0,0
298.3,308.5,1453,42.9,89,0,0,1,0,10.199999999999989,6527.569799702335,3818.1,33.86946386946387,0,1,0,0
298.3,308.6,1432,49.5,91,0,1,0,0,10.300000000000011,7422.955121901963,4504.5,28.92929292929293,0,1,0,0
298.4,308.6,1527,40.9,96,0,0,0,1,10.200000000000045,6540.199002169767,3926.3999999999996,37.334963325183374,0,1,0,0
298.4,308.7,1588,35.0,99,0,0,1,0,10.300000000000011,5820.3239895506895,3465.0,45.371428571428574,0,1,0,0
298.4,308.6,1433,47.1,101,0,0,1,0,10.200000000000045,7067.986567972853,4757.1,30.424628450106155,0,1,0,0
298.4,308.6,1609,35.0,103,0,0,1,0,10.200000000000045,5897.293009563639,3605.0,45.97142857142857,0,1,0,0
298.3,308.5,1575,41.2,105,0,0,1,0,10.199999999999989,6795.264909714723,4326.0,38.228155339805824,0,1,0,0
298.4,308.5,1636,35.7,107,0,0,0,1,10.100000000000023,6116.178241714753,3819.9,45.82633053221288,0,1,0,0
298.4,308.5,1490,37.9,110,0,0,1,0,10.100000000000023,5913.6292913623065,4169.0,39.31398416886544,0,1,0,0
298.4,308.5,1741,32.8,112,0,0,1,0,10.100000000000023,5980.000672157146,3673.5999999999995,53.07926829268293,0,1,0,0
298.5,308.6,1344,53.0,114,0,0,0,1,10.100000000000023,7459.397596683604,6042.0,25.358490566037737,0,1,0,0
298.5,308.7,1609,35.3,117,0,0,1,0,10.199999999999989,5947.841235359899,4130.099999999999,45.58073654390935,0,1,0,0
298.4,308.7,1421,60.7,119,1,0,0,1,10.300000000000011,9032.571061919716,7223.3,23.410214168039538,0,1,0,0
298.4,308.6,1591,36.7,122,0,0,1,0,10.200000000000045,6114.555085510398,4477.400000000001,43.35149863760218,0,1,0,0
298.4,308.6,1477,44.0,124,0,0,1,0,10.200000000000045,6805.527445716449,5456.0,33.56818181818182,0,1,0,0
298.4,308.7,1523,36.1,126,0,0,1,0,10.300000000000011,5757.523552405431,4548.6,42.18836565096953,0,1,0,0
298.5,308.7,1575,33.9,128,0,0,1,0,10.199999999999989,5591.249525226434,4339.2,46.46017699115045,0,1,0,0
298.4,308.7,1344,52.9,130,0,1,0,0,10.300000000000011,7445.323261595521,6877.0,25.406427221172024,0,1,0,0
298.4,308.7,1386,44.9,135,0,0,1,0,10.300000000000011,6516.856968753595,6061.5,30.868596881959913,0,1,0,0
298.3,308.6,1589,37.1,137,0,0,0,1,10.300000000000011,6173.428531838671,5082.7,42.83018867924528,0,1,0,0
298.3,308.6,1548,40.3,140,0,0,1,0,10.300000000000011,6532.879091286902,5642.0,38.411910669975185,0,1,0,0
298.3,308.6,1499,38.3,142,0,0,1,0,10.300000000000011,6012.13916500337,5438.599999999999,39.13838120104439,0,1,0,0
298.3,308.5,1664,31.6,144,0,0,1,0,10.199999999999989,5506.416051603997,4550.400000000001,52.65822784810126,0,1,0,0
298.3,308.6,1447,38.1,146,0,0,1,0,10.300000000000011,5773.273403575427,5562.6,37.979002624671914,0,1,0,0
298.3,308.5,1434,46.2,148,0,0,0,1,10.199999999999989,6937.767552481556,6837.6,31.038961038961038,0,1,0,0
298.3,308.5,1416,52.7,151,0,0,1,0,10.199999999999989,7814.523230245394,7957.700000000001,26.86907020872865,0,1,0,0
298.4,308.5,1827,24.3,153,0,1,0,0,10.100000000000023,4649.148720267926,3717.9,75.18518518518518,0,1,0,0
